0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 5 | 3 7 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 9 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 6 | 2 7 | 3 5 | 4 8 | 5 11 | 6 10 | 7 9 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 18 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 16 | 10 19 | 11 18 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 16 | 11 19 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 18 | 10 19 | 11 16 | 12 21 | 13 23 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 22 | 15 23 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 20 | 14 23 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 16 | 11 18 | 12 21 | 13 22 | 14 23 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 20 | 15 23 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 17 | 9 19 | 10 18 | 11 16 | 12 21 | 13 22 | 14 23 | 15 20 | 
